"","X.2","X.1","X","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash","Status"
"155",155,155,155,"ERR4892200","2020/12/01 20:31:31","2021/01/10 09:44:05",459702,183227771,0,398,39,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892200","ERX4759999","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418366","SAMEA7661362","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661362",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3174604",NA,"public","42AE57B93CE97C71805BA6A659D3736C","5A38D1B9F3FD57ECC393B8B163B9D848","Complete"
"156",156,156,156,"ERR4892203","2020/12/01 20:31:32","2021/01/10 09:43:39",158194,57538695,0,363,13,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4892/ERR4892203","ERX4760001","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418368","SAMEA7661364","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661364",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3174615",NA,"public","6B188FAFEA25AAD84D2103D8D3505A24","7D4C7A433B259F28D1D58AAFA668320C","Complete"
"157",157,157,157,"ERR4892206","2020/12/01 20:31:32","2021/01/10 09:43:50",166908,57890878,0,346,14,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4892/ERR4892206","ERX4760003","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418370","SAMEA7661366","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661366",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3174623",NA,"public","6FCF59D107EC92EE34453F536604F8B8","A0396BDDD7C88B28BBB22B0A4B5D3E1E","Complete"
"158",158,158,158,"ERR4892230","2020/12/01 20:40:01","2021/01/10 09:42:04",189242,56941858,0,300,15,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4892/ERR4892230","ERX4760027","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418396","SAMEA7661392","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661392",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3174695",NA,"public","72C648A6532F8AB78E7664341B43C190","5D7C06B8B4FE04331DC96630DDCA7349","Incomplete File"
"159",159,159,159,"ERR4892293","2020/12/01 20:40:03","2021/01/10 09:43:48",256317,69925338,0,272,15,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892293","ERX4760088","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418453","SAMEA7661449","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661449",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3174875",NA,"public","F96BAD2F6C0C74C0A20FB962A9CB2BC3","C9DBDE79BD87CD47BFBE921B44263420","Complete"
"160",160,160,160,"ERR4892339","2020/12/01 20:45:31","2021/01/10 09:42:04",88336,30756573,0,348,7,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892339","ERX4760134","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418497","SAMEA7661493","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661493",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3175007",NA,"public","0AE62A9AA15A6A469A1D645510E3D5CA","78E06EDE90B47DC66D2CDB08D06A9B36","Complete"
"161",161,161,161,"ERR4892386","2020/12/01 20:50:58","2021/01/10 09:49:04",235328,85883911,0,364,18,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892386","ERX4760180","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418543","SAMEA7661539","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661539",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3175149",NA,"public","FFB32EE610264CA376FF5128C24D7A10","1DBD78E1C21184A3D15CEC3E8A048C23","Complete"
"162",162,162,162,"ERR4892392","2020/12/01 20:50:58","2021/01/10 09:49:07",232484,64543771,0,277,13,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892392","ERX4760187","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418550","SAMEA7661546","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661546",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3175172",NA,"public","354A65845C8E4A565B48077E95B8FDE1","18BB3FAD43D57215F70E2CC9599F934A","Complete"
"163",163,163,163,"ERR4892423","2020/12/01 20:50:59","2021/01/10 09:49:02",115432,43490479,0,376,9,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892423","ERX4760218","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418580","SAMEA7661576","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661576",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3175258",NA,"public","DED71E69E390D9E449745F9B7647182A","0580648B2B155AC44E291C819C4DA0EE","Complete"
"164",164,164,164,"ERR4892500","2020/12/01 21:01:04","2021/01/10 09:49:33",150188,50975617,0,339,10,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892500","ERX4760294","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418656","SAMEA7661652","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661652",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3175487",NA,"public","049B2CD77AC893911BB6D1843492F04D","D9DE101D442020D307C14360F2147A7E","Complete"
"165",165,165,165,"ERR4892570","2020/12/01 21:22:50","2021/01/10 09:49:22",235571,86208576,0,365,17,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR4892/ERR4892570","ERX4760368","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418729","SAMEA7661726","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661726",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3175708",NA,"public","AB8D437A8314E34CCE562E4C21C3B7F2","86AE7EBA6E5F5D23F4C13E84FB40C4B5","Complete"
"166",166,166,166,"ERR4892621","2020/12/01 21:22:51","2021/01/10 09:43:44",142912,48837306,0,341,11,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4892/ERR4892621","ERX4760416","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418777","SAMEA7661774","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661774",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3175856",NA,"public","306A15515D699969A6A24055F79938C6","BCBF735D500E0CC289EF1878D98733C7","Complete"
"167",167,167,167,"ERR4892763","2020/12/01 21:31:52","2021/01/10 09:41:20",164329,66616427,0,405,13,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4892/ERR4892763","ERX4760560","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418918","SAMEA7661915","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661915",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3176279",NA,"public","CFC94D90AD23A186B6147FDCD8309A0B","BC6FB474B07E4F1AEF846A44F6B2DBB7","Complete"
"168",168,168,168,"ERR4892813","2020/12/01 21:40:31","2021/01/10 09:41:19",43090,15883436,0,368,3,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR4892/ERR4892813","ERX4760609","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418964","SAMEA7661961","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661961",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3176427",NA,"public","38D9D90F6632261335F970516017082A","12E844C1800EE7EE1A8FBE3235A50088","Complete"
"169",169,169,169,"ERR4892831","2020/12/01 21:43:51","2021/01/10 09:41:25",120855,33384530,0,276,7,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR4892/ERR4892831","ERX4760629","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5418984","SAMEA7661981","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7661981",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3176486",NA,"public","E6857DB30872562C1362C903D66B9A5B","016730AA80FD5C38C5779CB236A3AD98","Complete"
"170",170,170,170,"SRR13092002","2020/11/24 14:33:54","2020/11/24 14:30:37",499990,173239893,0,346,32,"GCA_009937905.1","https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/012785/SRR13092002","SRX9537816","BAR_20-14_SARS-CoV-2_Challenge_Rep1","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","SRP285952","PRJNA666696",NA,666696,"SRS7744056","SAMN16846874","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","hCoV-19 Challenge Stock: 061620-1000_Rep1",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UW-MADISON","SRA1161891",NA,"public","E5DCF6D0E2AE386EFB0FDED592C98E6F","0C7A4E3EDBC8CD10386D1676BA12369D","Complete"
"171",171,171,171,"SRR13021033","2020/11/10 18:11:57","2020/11/10 18:07:41",6491,16961110,0,2613,12,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/012715/SRR13021033","SRX9471344","nCoV_014","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681694","SAMN16729450","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_014",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","3D76ED19935E465772D043AF57E199B0","97A7A832933BE4456522C31A73201554","Complete"
"172",172,172,172,"SRR13021022","2020/11/10 18:11:57","2020/11/10 18:07:46",7050,18419059,0,2612,13,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/012715/SRR13021022","SRX9471355","nCoV_015","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681705","SAMN16729451","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_015",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","084D7719F29192F426DC829A0B116FA7","AC504AA3F5C2F38E851069C135DF5938","Complete"
"173",173,173,173,"SRR13021010","2020/11/10 18:11:57","2020/11/10 18:07:21",4950,12936496,0,2613,9,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/012715/SRR13021010","SRX9471367","nCoV_020","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681717","SAMN16729455","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_020",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","1D98DEFF8ADCAD9C72E2C336B910FA69","D9CF943FF147DE32CD61D664CAC9EB13","Complete"
"174",174,174,174,"SRR13020999","2020/11/10 18:11:57","2020/11/10 18:07:25",5992,15645282,0,2611,11,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/012715/SRR13020999","SRX9471378","nCoV_021","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681728","SAMN16729456","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_021",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","8560FD4BB2162C3BDB1751C0BED88C62","FA158D83EF08CC54C60905134EFCBC2D","Complete"
"175",175,175,175,"SRR13021067","2020/11/10 18:11:56","2020/11/10 18:07:46",4840,12676743,0,2619,9,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/012715/SRR13021067","SRX9471310","nCoV_026","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681660","SAMN16729461","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_026",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","ECD8ECE49013585EE5DDF2262F3927CA","701D1601FF05B4A84AEFB327CEB88663","Complete"
"176",176,176,176,"SRR13021047","2020/11/10 18:11:56","2020/11/10 18:07:47",9549,18162810,0,1902,13,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/012715/SRR13021047","SRX9471330","nCoV_030","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681680","SAMN16729464","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_030",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","6E1F15501D8F61072A45D8B2EBD2EB9C","3FEE6D8AC1A86035FB7C3A8A2842750A","Complete"
"177",177,177,177,"SRR13021042","2020/11/10 18:11:56","2020/11/10 18:07:49",11212,19426666,0,1732,14,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/012715/SRR13021042","SRX9471335","nCoV_035","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681685","SAMN16729468","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_035",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","9F08DA25211A89E6E4244F8305E675B8","4F52EFD34FB7E62B992EE06D05248D74","Complete"
"178",178,178,178,"SRR13021038","2020/11/10 18:11:56","2020/11/10 18:07:48",7812,15812692,0,2024,12,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/012715/SRR13021038","SRX9471339","nCoV_039","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681689","SAMN16729472","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_039",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","96C50809FA5C9F7B880E0B0C5E510AAF","FEA3C01341F25371B904B82ACF2385F3","Complete"
"179",179,179,179,"SRR13021035","2020/11/10 18:11:57","2020/11/10 18:07:53",155711,177083798,0,1137,133,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/012715/SRR13021035","SRX9471342","nCoV_042","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681692","SAMN16729475","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_042",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","A9E42702B50D38B74368FA864F4BBD17","3DD7F7DCEE87EC4E9AA92FA8E0A6ADC2","Complete"
"180",180,180,180,"SRR13021032","2020/11/10 18:11:57","2020/11/10 18:08:00",153969,162997887,0,1058,123,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/012715/SRR13021032","SRX9471345","nCoV_044","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681695","SAMN16729477","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_044",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","9038E332EC5735CE48B747CC8C37C7AA","916A5EC447D1460EB4D02FEE653351F1","Complete"
"181",181,181,181,"SRR13021027","2020/11/10 18:11:57","2020/11/10 18:07:55",106062,122897895,0,1158,92,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/012715/SRR13021027","SRX9471350","nCoV_049","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681700","SAMN16729482","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_049",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","CE06B452B4F919CCF49F6862EB38666F","598CFCA490B0EB29B2DE4EF329FB8645","Complete"
"182",182,182,182,"SRR13021020","2020/11/10 18:11:57","2020/11/10 18:07:47",48594,57023700,0,1173,42,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/012715/SRR13021020","SRX9471357","nCoV_063","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681708","SAMN16729488","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_063",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","2E1B7D1BFD2215DBFEA3EEC98258DF0E","C4283C6C4C8A55D5969F4DAA5F6A2756","Complete"
"183",183,183,183,"SRR13021017","2020/11/10 18:11:57","2020/11/10 18:07:30",35068,45715428,0,1303,33,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/012715/SRR13021017","SRX9471360","nCoV_069","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681711","SAMN16729491","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_069",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","14948F37F334B03A4246A6F863DD47D1","B116E92C3492D158A6072507B5864D44","Complete"
"184",184,184,184,"SRR13021111","2020/11/10 18:11:55","2020/11/10 18:08:09",114902,132960951,0,1157,99,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/012715/SRR13021111","SRX9471266","nCoV_156","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681616","SAMN16729522","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_156",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","4ED9F5BD7EECC501D0134C27E38B3001","958AB71CF8CB631B23F9C370F9A01144","Complete"
"185",185,185,185,"SRR13021013","2020/11/10 18:11:57","2020/11/10 18:07:40",117699,139378150,0,1184,104,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/012715/SRR13021013","SRX9471364","nCoV_158","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681714","SAMN16729524","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_158",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","0CF970AF8C09276D59FD4C40AAA4C297","0FDECB6DBEADC166986ADBBF2479A45B","Complete"
"186",186,186,186,"SRR13021011","2020/11/10 18:11:57","2020/11/10 18:07:41",149737,162668391,0,1086,122,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/012715/SRR13021011","SRX9471366","nCoV_163","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681715","SAMN16729526","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_163",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","24314B1D5249BA8DB9099318CB6876B0","4EA3B636B94F255E7FF1E38F0D9FAB2C","Complete"
"187",187,187,187,"SRR13021008","2020/11/10 18:11:57","2020/11/10 18:07:31",59558,68381953,0,1148,51,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/012715/SRR13021008","SRX9471369","nCoV_166","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681719","SAMN16729528","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_166",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","18A67C64DB2F625725A6D00B667828B5","D6C6693E20109BDFEEE450B96657BA02","Complete"
"188",188,188,188,"SRR13021003","2020/11/10 18:11:57","2020/11/10 18:07:32",79009,91313054,0,1155,69,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/012715/SRR13021003","SRX9471374","nCoV_172","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681724","SAMN16729533","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_172",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","5EE2930EF92141D1E640BC463E2A1E7A","0903677041C654F9E1E42E491E59FFD0","Complete"
"189",189,189,189,"SRR13020998","2020/11/10 18:11:58","2020/11/10 18:07:31",57208,67606517,0,1181,51,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/012715/SRR13020998","SRX9471379","nCoV_176","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681729","SAMN16729537","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_176",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","EFD18B2C8E4581018E026717F9741720","DB9D78F3160C2DD2DD5790F7ACD62E94","Complete"
"190",190,190,190,"SRR13020993","2020/11/10 18:11:58","2020/11/10 18:07:46",168034,189653479,0,1128,142,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/012715/SRR13020993","SRX9471384","nCoV_183","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681734","SAMN16729542","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_183",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","A1E36D4A699870144A8F7038FBC1A5BC","AF45139F85B577BF72BBA3387B1B8DB9","Complete"
"191",191,191,191,"SRR13020991","2020/11/10 18:11:58","2020/11/10 18:07:44",141985,163583833,0,1152,122,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/012715/SRR13020991","SRX9471386","nCoV_187","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681736","SAMN16729544","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_187",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","988594E9D01B54115DAF8E015846CC60","BCF638E2F1F7D153A2590504159B5088","Complete"
"192",192,192,192,"SRR13021090","2020/11/10 18:11:55","2020/11/10 18:08:02",120504,134911318,0,1119,102,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/012715/SRR13021090","SRX9471287","nCoV_218","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","PromethION","SRP292060","PRJNA675364",NA,675364,"SRS7681637","SAMN16729566","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","nCoV_218",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"THE GARVAN INSTITUTE","SRA1157424",NA,"public","597763C506D7DBE7582936B28B4316A7","FD8EF8977A382E1A9ADAD7AE0F75FF27","Complete"
